c:\Users\liu\Downloads\客户反馈记录_数据汇总_数据表（时间）.csv需求,未处理,,ba22b33cce5f344fb9ea722a7bbcc17.png,,,,,
2023/11/22,您好  我这边给学生布置了词汇打卡练习，连着布置了一周，今天的作业没有显示，是什么问题,多次单词未下发,海拓考培,老师,优化,已处理,已反馈,,,特殊情况。单词书删除了，影响下发,,,
2023/11/22,这几个听力加载不出来  一直转圈圈,结果页音频加载不出来,throughtout,老师,其他,已处理,已反馈,70646d0972ef7164426687cdeab0b8c.png,,域名认证问题,,,
2023/11/22,您好 还有个需求 就是想导出数据的时候能够体现出班级的计划学员和现有学员 辛苦再帮忙沟通一下,导出数据的时候能够体现出班级的计划学员和现有学员,睿途,教务,需求,未处理,,,,,,,
2023/11/21,"【23年西城班模考题】

写作用《2022第三十九套 TASK 1》综合部分和《20230926》学术讨论写作
口语用《20201008》
听力用《TPO66》
阅读用《TPO66前两篇》",新增托福入学模考,国际部备考派,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/21,学生的作业没有更新出来,学生大纲作业新增的内容没有下发给学生,唯学,老师,操作疑问,已处理,已反馈,3253d1ac715954ebff365d68a73139b.png,,从教研-大纲那里给作业大纲添加了新的任务条目，在班级里，新加的条目是没有日期也不会下发作业的。可以给新加的任务设置一下下发日期就可以了,,,
2023/11/21,请问布置的作业逾期了，怎么修改时间啊没有编辑的那种符号,老师修改不了作业时间,美言,老师,使用问题,已处理,已反馈,66fafbf0800ca3ed7604ceea4a35023.png,,能修改自己布置的作业,,,
2023/11/21,录入有学员信息，也转为正式学员了，但是排课的时候搜不到信息咋回事啦选了1对1应该会自动生成班级,一对一订单没有自动生成班级,爱英格知,教务,bug,已处理,已反馈,"8afa4b458c174e0765f58561bae2ced.jpg,aecbc91461e3d563ad2204ba9e94b58.jpg",,,,,
2023/11/21,这个错题更正了以后，右上角的错题统计还有，这个统计数据是不是有问题啊？,学生完成错题训练错题，查看详情报错,英卓,老师,,技术确认中,,17feca86df68d5125d87d520924328a.png,,,,,
2023/11/21,家长反馈用小程序录口语的时候，录制的时候原音频也开始播放，导致录制时候同时有原音频声音。另外，系统提示已经录完了，但是发现最后一句并没有让学生去录，请问是什么原因呢？,学生反馈小程序口语录音录制的时候原音频也开始播放，还有学生最后一句没录显示已完成,曼哈顿,老师,其他,已处理,已反馈,"28f6f8890cc038c8f1fa31f2de3f379.png,566b38bbe848437c659dd4afee50346.png",,学生在点击下一题到最后一题的时候，没有点击上面录音按钮，直接点击的完成作业,,,
2023/11/20,"您好 老师，我想拼一套题：
【23年寒假学霸班入学模考题】
阅读用近期考试真题groundwater depletion 和 The professionalization of painting in Europe两篇文章
听力用《2022第三十五套》
口语用《20220530》
写作用《TPO56的综合写作》和《系统里面的discussion board 官方模拟题 writing task1》",新增托福入学模考,国际部备考派,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/20,你们现在系统问题有点大，之前课时超了，重新充进去课时，已经超了的课时会自动扣出来，现在不会，你们现在系统课时逻辑是乱的,11.16系统更新后，学生课消没有计算,方隅,校长,bug,已处理,已反馈,,,,,,
2023/11/20,还有建议出一个已结课课程隐藏，或者是都自动置底并变成灰色，这样会比较方便，因为很多学生都是报很多课程的,学生个人信息页面，已结课课程隐藏，或者是都自动置底并变成灰色,方隅,校长,需求,未处理,,2eef1ac5b22f360d1f614daf36def52.png,,,HUGE,,
2023/11/20,如何导出老师课消，需要显示老师所上了哪些学生，什么时间和科目，目前我导出的课时是总课时,如何导出老师课消，需要显示老师所上了哪些学生，什么时间和科目,芝青藤,教务,操作疑问,已处理,已反馈,,,课表可以筛选老师导出,,,
2023/11/20,托福模考完之后怎么查看成绩？用教务账号做的模考我们是从教务号拷贝了模考链接，然后链接里登教务账号考的,教务测试入学模考，销售端查找不到,佩迪,教务,使用问题,已处理,已反馈,,,教务发送的链接来源为该教务，没有负责销售，校长/销售管理员可以在公池查看,,,
2023/11/20,这几个又问题哦都是f12,ACT语法F12题目材料有误,来好思,老师,题目问题,沟通确认中,,"106b37783ed8436aef9cf8ae2156719.png,a8c30db943746a5698a5709f1638f40.png,d3cae1f57b2745f3756d083ca68fc47.png",,,,,
2023/11/20,这个团队目标设置对吗？为什么显示完成只是我个人的业绩,销售首页团队业绩目标只显示该销售的业绩，其他人的没显示,牛学,销售,bug,已处理,已反馈,1557a54ba4f264cdef4259d830acdbd.jpg,,,,,
2023/11/19,麻烦在托福入学测试里面 再给我们加一个口语单项测试  然后用这套口语真题SAT入学测试部分再添加一个SAT入学机考模考测试题2  用Princeton的Test1的routing+harder模式,新增托福、sat入学模考,thinkalike,老师,入学模考配置,已处理,已反馈,ba8e79ca22e7423acbd1470939fd6c0.png,,,,,
2023/11/19,小程序始终都添加不了，在电脑端微信操作的，始终显示扫描二维码，扫描后，还是绑定不了。,小程序无法绑定,米高,学生,操作疑问,已处理,已反馈,a7da931e5c7124f6150ef123c221536.png,,已发送小程序公众号操作文档,,,
2023/11/19,你好 为什么用这个电脑无法进入作业啊,系统打不开作业,领冉,学生,使用问题,已处理,已反馈,3a99d3e65e79af552328553c11c2425.jpg,,未使用谷歌浏览器,,,
2023/11/18,需要一套gre模考卷即可,新增GRE入学模考,山丘,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/18,麻烦这个账号开的3个月系统退回一下，谢谢,误开了学生账号，未使用，需要删除,洒脱,教务,需求,已处理,已反馈,,,,,,
2023/11/18,请问一下给学生布置多次单词任务的时候，显示已发布，但是老师和学生作业界面都没有显示该单词作业，这种情况要怎么处理,多次单词作业发布时间,宁波新财富,老师,其他,已处理,已反馈,,,多次单词作业，第二天开始生效，今晚12点下发第二天的作业,,,
2023/11/18,小程序不提醒学生的作业完成情况了,助教公众号没有学生作业完成通知,琢思,老师,其他,未处理,已反馈,,,公众号认证过期,,,
2023/11/17, 听力conversation 2 Q3 ，答案错误，，学生的答案是正确的，请老师进行校正，谢谢,托福 真题第14套/ Conversation-2 第三题答案有误,洒脱,老师,题目问题,沟通确认中,,,,,,,
2023/11/17,老师，我们新老师加入系统以后，排课每次都会自动变成助教课程，每节课都要手动调整比较麻烦，要怎么解决呢,教务反馈给老师身份排课但是自动匹配助教课程,孚外,教务,bug,已处理,已反馈,,,,,,
2023/11/17,其次关于词汇的布置，我们老师按照lesson/list上传的，目前来看布置的时候没有选择list，只能从整个书里面抽取，请问如何按照list或者多个list里面进行挑选布置,单词测试如何布置多个list,芝青藤,老师,操作疑问,已处理,已反馈,1403a7c6cd00fb05f509e96cd1d99ac.jpg,,"单词书布置是下发整本单词书给学生，所以不能选择某个list,抽查可以布置多个单元，可以在布置作业-基础练习-单词中布置单独的一个或多个list",,,
2023/11/17,GRE可以再增加试卷吗那麻烦老师帮忙增加下，谢谢,新增GRE入学模考,独角兽,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/17,你好～这是不是一个bug啊，就是我不能选择12点。只能到11：55？,排课需要可以选择晚上0点,领冉,教务,需求,未处理,,,,,,,
2023/11/16," 老师，麻烦在系统里帮我们给非在读学员发一套模考测试题：
剑17 test 3 
名称：2023秋 雅思期中测试",新增雅思入学模考,枫学雅思,教务,入学模考配置,已处理,已反馈,,,,,,
2023/11/16,老师您好，麻烦 教研组那边 帮忙上传两套 改革后的GRE的题目,GRE真题录入,思潮,老师,录入需求,沟通确认中,,,,,,,
2023/11/16,老师好！学生账号这里显示“待复习错词数“，但是左上角的”错词本“空白”，学生账号13928490413，您帮忙请技术看一下,学生无法查看错词本,英卓,学生,使用问题,已处理,已反馈,"1406d4fc07e599963b946e04abad172.png,1406d4fc07e599963b946e04abad172.png",,学生没有班级,,,
2023/11/16,学生反映做题做了一半没题了一个十题只显示四题 雅思机考 九分达人的5test1,学生雅思答题有题目没有显示,寸心,老师,bug,未处理,,3c0c81c5744405f13ae7636f5de514b.jpg,,学生高亮操作影响，退出重进正常,,,
2023/11/15, 您好，请问学生校校账号过期，这边帮她更新账号以后她看不回之前布置的作业是什么原因？,学生更换了账号，加入原班级后不能看到作业,闻雅德,老师,其他,已处理,已反馈,,,作业都是单独布置给以前的学生账号的（即指定了学生布置的）其他学生看不到,,,
2023/11/15,老师，为啥想在系统上填写反馈，只能看到部分课程呀，比如周一的课，我想写反馈就看不到~,老师首页待反馈看不到课程,布谷龙途,老师,使用问题,已处理,已反馈,45143cce49c80406d1ae4db7f3948fc.png,,老师端首页待反馈只显示老师自己的课程，助教端显示班级全部课程,,,
2023/11/15,你好，我们无法添加学员,教务添加学员时无法填写手机号,佩迪,教务,操作疑问,已处理,已反馈,0b5132e134678c8760e3a9323b74b535.mp4,,账号没有学生联系方式查看的权限,,,
2023/11/15,老师，我们那个入门测能不能加2套小托福的入门测试，或者把原来的给改成长一点时间的,新增小托福入学模考,江博,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/15,SAT20190504亚太数学25题，题干有问题，分子分母未用横线隔开,SAT20190504亚太数学25题题干分子分母未用横线隔开,峰杰,老师,题目问题,已处理,已反馈,,,,,,
2023/11/15,学生课时已上完，但是显示还有剩余课时,学生课时已上完，但是显示还有剩余课时,芝青藤,教务,使用问题,已处理,已反馈,e246f249c9d4b0609a92d5d5fee86fe.jpg,,因为学生的入班时间晚于上课时间，所以入班前的课是没有计算课消的，需要手动打考勤,,,
2023/11/14,！这个入班测可以单独设置一个72C套题的阅读部分即可。规定时间35分钟，答完四篇文章的40题,新增ACT入学模考,庭思,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/14,下午好，辛苦您可以发一下未来3个月将过期学生名单吗，谢谢~,需要导出3个月即将到期的学生账号名单,洒脱,教务,数据导出,技术确认中,,,,,,,
2023/11/14,请问是否可以导出下上海校区9月1日到11/5日的出勤率，请假率，两个合起来的出勤率,需要导出上海校区班级和学生个人的出勤率,枫学雅思,教务,数据导出,已处理,已反馈,,,,,,
2023/11/14,请问下可以看某个账号登入地址的记录么？麻烦帮我看下,需要导出账号登陆信息,壹橙,校长,数据导出,已处理,已反馈,,,,,,
2023/11/14,这个备注 能不能 报个需求 不要限制字数,学生信息的学习目标备注需要放开字数限制,思潮,校长,需求,未处理,,14676099d420f42c8ab464edbf6f13e.png,,,,,
2023/11/13,这个智能批改一直显示批改中是为什么呀,作业AI批改一直显示批改中,寄托,老师,使用问题,已处理,已反馈,aab1846b41b867d138e9eef02bb9ec3.jpg,,作业还是进行中，未交卷,,,
2023/11/13,报读课程部分，是只能从列表中选择吗？比如我要填写的FCE VIP，在列表中没有，我手动输入，输入后就自动清除了,销售端报课没有办法手动输入课程,北外,销售,操作疑问,已处理,已反馈,,,教务/校长这边编辑好课程，销售端可以选择对应课程,,,
2023/11/13,潜客和公池有什么区别？比如我刚录入一个数据Alicia，潜客里面没有显示，公池里面有,潜客和公池有什么区别,北外,销售,其他,已处理,已反馈,,,"潜客只能查看自己在潜客页面添加的数据或者分配的，潜客页面可以调整跟进进度

公池可以查看自己和下属负责的全部数据，管理员/校长可以查看全部，可以分配数据，公池可以操作潜客报课后转正",,,
2023/11/13,您好，请问这个时间， 是系统出问题了么,学生阅读答题时间显示为0,newway,老师,bug,已处理,已反馈,7353be39bb5afe9c9f5d3585430dd50.png,,,,,
2023/11/13,老师 我想请问下 一个账号可不可以关联所有课程呢,需要给学生账号关联系统内所有课程,超级学长,教务,操作疑问,已处理,已反馈,,,可以给学生创建不同的班级，一个班级关联一个课程，课程是和班级挂钩的,,,
2023/11/13,你好，我想问一下，咱们排课的时候如果同一个老师那个时间段已经有课，排课的时候时间冲突是没有提示的吗？比如这个雅思阅读，我同一时间排了三次好像都排上了,同一时间的课程没有冲突提示,美言,教务,其他,已处理,已反馈,670c7d12ce1cd70e4c8fcf8723d9549.png,,这个班级是已结课状态，所以不会有冲突提示，所有需要有提示可以修改下班级状态,,,
2023/11/13,老师好！请问学生做完阅读篇章后，需要在添加笔记里写出出题句，是不是不能直接复制粘贴，能开放吗,学生作业结果页，是否可以复制，学生写笔记需要复制,独角兽,老师,需求,未处理,,20f71f38b0b57ee05ada94dfe2960f0.png,,,,,
2023/11/12,以上两位同学均是使用自己的电脑以及固定浏览器进行过多次模考，网络也没有任何问题，今天同时出现无法上传的问题，请练习技术人员看一下是哪里出现了问题，请尽快修正，这对我们很重要，十分感谢您们，拜托了,口语答题提交失败,洒脱,学生,其他,已处理,已反馈,,,阿里云问题,方隅、壹思唯、曼哈顿,,
2023/11/12,你好 又收不到验证码了怎么回事,入学模考收不到验证码,壹思唯,学生,其他,已处理,已反馈,,,阿里云问题,光禾、唯优、前识、超学,,
2023/11/12,校校老师，请问一下，新生暂时没有缴费确定具体课程意向，但是想用校校系统词汇系统学习起来，请问有什么操作方式可以达到这样的效果吗？我们可以给他开通账号,如何给未报课的学生开账号，布置词汇练习,壹橙,校长,操作疑问,已处理,已反馈,,,直接在教务端，1. 添加学员账号 2. 在“班级”新建或找到学员所在班级，将学生添加进班级即可,,,
2023/11/12,麻烦组装 剑桥18 test 2 的写作task1 task2 一套+口语  part1 +part 2+part 3 测试题。,新增雅思入学模考,oasis,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/11,"老师, 这个模考界面可以放一个tpo63的口语进去嘛",新增托福入学模考,PDA,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/11,老师，上次培训咱说的帮忙录入我们自己的入学模考卷～ 我现在发在群里🌹辛苦相关老师有空操作一下,录入题目到自有题库,超级学长,老师,录入需求,沟通确认中,,,,,,,
2023/11/11,您好，学员做完测试一直显示提交，进后台查看发现四个口语题只录制成功一个，两篇作文只显示一篇，这个有办法帮忙找回吗,老师反馈学生的答案提交了但是后台未显示,学而思,老师,其他,已处理,已反馈,,,学生未交卷，还没提交,,,
2023/11/11,口语写作一直显示批改失败是什么问题呀,口语批改一直显示失败,来好思,老师,其他,已处理,已反馈,a5d0e130427644befc7243d089bcf70.png,,,,,
2023/11/11,我们需要放剑桥18雅思第4套,新增雅思入学模考,苏州仁合,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/11,这道题选B，麻烦老师改一下,SAT 202308北美 第7题 答案有误,唯学,老师,题目问题,沟通确认中,,,,,,,
2023/11/11,您好，今天有个测试又查不到，需要您支持查一下，学员姓名：查咏萱，谢谢,查找不到入学模考,峰树,销售,需求,已处理,已反馈,,,后台看是有的，校长和销售管理员可以在公池看到,,,
2023/11/10,"1、老师和学生是否可以实现系统打卡 目前是监测老师和学生的出勤
2、老师是否可以在系统完成课后反馈 ",老师和学生是否可以实现系统打卡，老师是否可以在系统完成课后反馈,布谷龙途,教务,操作疑问,已处理,已反馈,,,学生可以扫二维码签到。老师可以填写课后反馈,,,
2023/11/10,题库里面的内容， 现在用文章标题搜  搜不出来嘛 有时候用整个题目搜不到，用部分词可以搜到,题库用标题搜索不出来对应的题目,英廷,老师,,技术确认中,,5960f737882b0ca66d0711be6e0ebba.png,,,,,
2023/11/10,这啥意思,老师排课显示数据不完整,唯学,教务,bug,已处理,,30e51bebc695785dfeeca71b53ef339.png,,,,,
2023/11/10,可以帮忙查一个账号，昨天和今天的登录时间吗？,需要查询账号登陆数据,newway,校长,数据导出,已处理,已反馈,,,,,,
2023/11/10,做到这个P art3就会卡壳诶能不能看下,学生作答雅思口语，part3加载不出来,微鸟,学生,bug,已处理,已反馈,a2154c5252b4c7ca19b2b7878600657.png,,,,,
2023/11/09, 请问能否帮我们拉一下上海校区各个班级和整个校区线上作业完成率分别多少？,需要导出上海校区各个班级和整个校区线上作业完成率,枫学,教务,数据导出,已处理,已反馈,,,,,,
2023/11/09,老师们，系统里的GRE 9.22的真题，verbal部分section2的第10题答案错了，应该是CE才对，系统给的是CF。,GRE 9.22的真题，verbal部分section2的第10题答案有误,思潮,老师,题目问题,沟通确认中,,a2e1bbbdff8802ff037128be76d9022.png,,,,,
2023/11/09,OG 放1就行了还有雅思的剑4 和剑10 Test1 ,新增雅思入学模考,ALV,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/09,您好，因为最近碰到很多过来考前刷题的孩子，咱们的题库有点不太够用，想问一下，可以帮忙从剑5-18都更新下T1-T4的题库吗，感谢,校长身份查看不了题库,深圳ITC,校长,使用问题,已处理,已反馈,,,可以添加一个老师身份,,,
2023/11/09,老师，我现在需要把这两个学生的订单删掉重新录入一下~这个怎么操作啊~,如何删除学生订单,牛学,销售,操作疑问,已处理,已反馈,,,帮助中心有操作文档,,,
2023/11/09,,,,,,,,,,,,,
2023/11/08,"单独组一套只有口语、写作的C18T1吧，命名：唯优教育雅思口语、写作模考；
以及一套只有写作的C18T1，命名：唯优教学写作模考",新增雅思入学模考,唯优,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/08,老师，我学生模考的时候口语题进入直接是这个界面👇但是我布置给另外的学生，她进入后不是这个界面，是这样的界面👇，界面中不会出现口语题,学生雅思口语答题是旧的答题页面,惟学,学生,其他,已处理,已反馈,bf5840d36c576173fc86e97d47696c6.png,,学生在答题时点击了跳转到旧的答题页面,,,
2023/11/08,老师，可否麻烦听下这个女生的回答，为啥AI给的是4.5，她的这个表现不应该这么低的有点离谱,学生口语分数AI批改过低,超学,老师,其他,已处理,,,,重新提交了,,,
2023/11/07,"老师 麻烦帮我们录制一下模考5.5分班的内容： 一模：听力 C9 T3 阅写 C15 T3 
二模   听力 C10T3  阅写 C17T4命名：5.5分班一模； 5.5分班二模",新增雅思入学模考,超级学长,老师,入学模考配置,已处理,已反馈,,,,,,
2023/11/07,校校的老师好，麻烦帮看一下雅思模考口语部分，这位同学最近几次口语部分进去之后都直接跳到part2,雅思口语答题的时候part1自动跳过,方隅,学生,其他,已处理,已反馈,a2074103c47b85a2251e82d1d5d0d924_.jpg,,未复现,,,
2023/11/07,您好 请问系统上的精听是只有逐词填的方式吗？有很多同学吐槽说这样精听不人性，费时太久，以致于失去了精听的意义。有没有别的方式呢？能不能不这样一个一个词挖空，而是直接一整根横线填一整句呢？这样能够帮助学生听整体,逐句精听可以改成一整根横线填一整句或者文本框，学生可以听整体,英廷,老师,需求,未处理,,,,,,,
2023/11/07,学生在尝试的时候以为会有重新做一次的这种选项，结果导致他没有说好，但已经提交出分了，然后现在他想重新练习一次，就只能我重新发布一次作业能不能加入一个每次作业下面加一个“重新做”的选项,雅思口语学生想重新练习一次，就只能老师重新发布一次作业,超级学长,老师,操作疑问,已处理,已反馈,,,老师布置的时候不要勾选这个“倒计时结束禁止答题”的选项，学生可以反复录内容的,,,
2023/11/07,您好，导出作业名单的时候发现有一些同学完成了作业，但是不在名单中，比如高锐博同学的。,教学数据分析-学生分析找不到学生数据,洒脱,老师,其他,已处理,已反馈,bd2077ad336e1bda2bf21d43439c04f.png,,,优化,,
2023/11/07,这个系统识别还是没有调整过来哦，麻烦老师优化一下，谢谢~,学生单词作业答对了但是判错,洒脱,老师,其他,已处理,已反馈,00e20075842b9305abae7a789833e0f.png,,,原单词的问题，已修改,,
2023/11/06,学生做测试一下跳出这个试题这个是什么情况？家长是用的chrome来做题，告知了家长你们说的问题，家长最后觉得我们系统问题还怪在了学生问题很是不舒服,学生入学模考答题点不了下一题。会跳转翻译页面,光禾,学生,其他,已处理,已反馈,ea84cb1d66c1cf4299455cf7dac63fe2.mp4,,学生用的微信浏览器，建议使用谷歌,,,
2023/11/06,我这边电子合同怎么弄呀,如何添加电子合同模板,牛学,销售,操作疑问,已处理,已反馈,3be838cc843b650223c552b65b66cbb.jpg,,教务/校长在设置-销售相关中添加,,,
2023/11/06,这篇的第10题答案有误哈，应该是BEF ,Passage 2/ 2022第三十四套第10题答案有误,来好思,老师,题目问题,沟通确认中,,373963aecce04106c20bc24875cfefe.png,,,,,
2023/11/06,老师退费审核通过后总实收变为6530，但是合同订单还是原来的价格,订单退费后订单的总实收和合同的实付金额对不上,睿途,销售,bug,已处理,已反馈,"dfdf15b83e7b7fd36dae5f06dabb4b2.jpg,1ef7551d7d6ca429e9225361719e7f3.jpg",,,,,
2023/11/06,辛苦把这一份单词重新录入一遍，之前的那份删掉,单词录入不分单元版本,青澜,老师,录入需求,沟通确认中,,雅思听力场景词汇基础版.xlsx,,,,,
2023/11/06,老师您好，这个是以为学员在模考TPO75写作部分的反馈，题目显示不全，网络浏览器都没有问题，然后无哦们这边也登录了一下，趋势存在这样的题目显示比例问题，只有当把浏览器显示调整成50%大小才能显示所有的题目，但是这样的话，题目字非常小，很影响答题效果，麻烦老师反馈优化一下，谢谢~,学生反馈托福写作，题目页面显示不全，需要缩放才可以,洒脱,老师,优化,技术确认中,,"eef7a8d4d3a6fae8c02b19dcdec275c.png,3a010227a33f6ef1e8a45b45be5c80db_.png",,,,,
2023/11/06,麻烦老师修改下这道题，我们老师做下来发现有误,Digital SAT Prep Test 4/ Module 1 (Routing) 第22题题干有误,光禾,老师,题目问题,已处理,已反馈,82dd9bfe7b9bc37ee56f2dbb9c05989.png,,,,,
2023/11/06,,,,,,,,,,,,,
